company_id,company_name,description,job_hash
21535,Clark County School District,Licensed - Position - Secondary,b0decd4324326a78467245d9a58e2580
38380,General Nutrition Centers,"Job Summary:

The Part Time Retail Sales Associate position at GNC is the most important job in our company. As a Retail Sales Associate, you are doing more than selling products…you are the face of GNC to our customers. Your most important job is to educate and to provide outstanding customer service.

As the nutrition and wellness destination for our customers, our Sales Associates must possess a curiosity and eagerness to solve the customers' needs, develop and foster long-term, trusting relationships, and share information regarding, health, fitness and nutrition. To ensure your success, you will be supported with an intensive training program to help you achieve great results. You will have the opportunity to develop your communication skills, detail orientation and to build on your natural talents and strengths in a high-energy environment.

Essential Duties and Responsibilities:

Demonstrate superior product knowledge in assisting customers

Answer product based questions using knowledge from GNC training, merchandising bulletins, and other Company approved information

Sell merchandise and interact with customers according to GNC standards

Receive, check, and shelve merchandise; keep store clean and uncluttered

Complete customer transactions using POS register system

Perform register store open/close functions and bank deposits

There's plenty of opportunity to grow in this position. Retail Sales Associates at GNC have the opportunity to grow into field leadership roles or move into the corporate office to embark on careers in merchandising, product development, training, marketing and other areas. You will receive outstanding training to become an expert in health and wellness products, sports nutrition, vitamins and herbs.

Job Specifications:

Must be at least 18 years of age

Basic math skills to count, add, and subtract

Strong interpersonal skills and ethical behavior to manage the company's assets

Excellent customer service skills to develop a relationship-selling culture

High School Diploma or GED preferred

Equal Opportunity / Affirmative Action / Protected Veterans / Disabled Individuals Employer",b0f83b8ed82d480f6bbb1d4c6c7b64a0
22127,University of Texas Health Science Center at Houston,"Where Creating the Best Hope for a Healthier Future Begins... Assits in planning, coordinating and monitor the research activities of the unit. Develops and administers procedures designed to comply with appropriate regulations relating to the administration of government and private research grants and contracts and for the interpretation and application of such procedures and regulations. Candidate will assist in planning, coordinating and monitoring the research finance activities for the Division of Oncology. Develops and administers procedures designed to comply with appropriate regulations relating to the administration of government and private research grants and contracts and for the interpretation and application of such procedures and regulations. Negotiate with agency regarding renewal of contract/subcontract. Budget creation for all studies. Creation and set up of EG accounts and case studies for research. Research billing and invoicing for all studies. Coordinates and collaborates effectively with Memorial Hermann for all trials. Adjust budgets dependent upon contract requirements. Oversees proper close-out of grants and contracts, including final financial reports to grant agency. Creates and maintains inventory of assets procured under contract and grant accounts. Compiles financial and personnel reports for grants and contracts as needed. Analyzes proposed grants and contract proposals and awards for special conditions/restrictions and establishes controls as needed to ensure full compliance. Coordinates activities in establishing grant protocol with institutions that may be involved in similar activities as named by the grant. Assists Principal Investigator with pre and post award administration and coordinating. Provides assistance to Principal Investigators and their staff to ensure allow-ability and allocations available to them by counseling and/or disseminating information and guidelines of the various granting agencies. Distributes to Principal Investigators pertinent information relating to contractual provisions and obligations.",b0fe00f35a9d7091821b98b9af8836d1
382,JPMorgan Chase & Co,"Chase is a leader in the financial services industry, providing banking, mortgages, credit cards, loans, payment processing and investment services to 50 million customers - 1 out of every 6 Americans. As a division of JPMorgan Chase & Co. (NYSE:JPM), we:

* serve 21 million households with consumer banking relationships

* lent $17 billion to small businesses in 2011

* are one of the nation's largest credit card issuers, with more than 64 million credit cards in circulation

* service 8 million mortgage and home equity loans

While we operate across a broad range of businesses, our mission at Chase is quite simple: to be the industry leader in customer service. Our employees put the firm's resources to work every day for our customers.

Chase offers a dynamic environment and the training and support to meet your full potential. Our company is widely recognized as a great place to work, to grow and to invest for the future. Join our team.

Do you enjoy Consulting? Are you skilled in coaching others for success? Are you known for delivering a great customer experience for your clients? Join the People Support Team and be part of an innovative and evolving new Human Resource team who are seeking to help Chase employees across the US improve their performance, build their careers and work through challenges they may face in the workplace.

The Employee Consultant HR Business Partner will provide guidance and counsel in a contact center (phone) environment to employees at all levels regarding questions or challenges which they are unable to resolve with their current management, including:

* Goal setting, performance feedback and Improvement, compensation decisions

* Attendance and leave processing

* Employee relations, HR policy, and other HR matters.

Responsibilities:

* Educate employees on all phases of HR programs and processes.

* Coach employees to help them strengthen their knowledge or skills around people leadership. Serve as a sounding board and confidante during difficult interactions and business situations.

* Provide advice and counsel to employees on general workplace policies and practices, issues related to their job performance, relationships with their manager and/or co-workers as well as career development and job opportunities.

* Help guide employees through difficult performance issues that may arise.

* When situations escalate, or unfair practices appear to be taking place, Interview relevant parties to ensure all sides of a situation have been heard, engage investigators and HR Business Partners as appropriate, then document according to standards.

* Engage business aligned HR Business Partners when you recognize a situation, pattern or practice that may significantly impact the business.

* When appropriate, engage the investigative team, Corporate Employee Relations, the Investigative Services Division, as well as the business aligned HR Business Partner to assist in resolving Code of Conduct or other more serious workplace situations.

Experience:

* 2-3 plus years of experience as an HR Generalist or HR Business Partner; Contact Center a plus

* 2-3 plus years Employee Relations experience, conducting investigations, reaching resolution

* Experience working with legal counsel & compliance professionals a plus

* Knowledge

* Working knowledge of national and state employment laws (ADA, FMLA, etc.)

* Knowledge of full range of people policies and process; compensation, performance management, internal job posting, compensation, employee relations, etc.

Consultative & Coaching Skills:

* Demonstrated ability to influence all employee levels

* Strong consulting/problem resolution experience.

* Skilled at coaching and developing employees

* Able to quickly size up a conflict situation, sort through fact & emotion without pre-judgment, develop alternatives and make sound recommendations. Understands when to escalate.

* Able to negotiate with employees to gain their consensus and strong commitment for action

* Provide insight to employees, assess issues/potential risks and recommend action to reach balanced solutions. Challenges employees to question assumptions & think through problems

* Exhibits very sound judgment in approach & outcomes. Able to build this skill in others.

* Must have the ability to multi task in a fast paced environment; adjust readily to multiple demands, shifting priorities and rapid change.

* Communication Skills

* Able to quickly put people at ease, build rapport , gain confidence during a phone consultation.

* Strong customer service orientation, professionalism, phone manner

* Must possess patience and the ability to speak authoritatively with diplomacy; flexible and adaptable to changes in procedures, processes, systems, etc.

* Exceptional interviewing and active listening skills; hears what's said & what's not

* Clear, organized and complete documentation

* Effectively communicates via email, phone & other virtual technologies.

* Proficient with Excel and Word

Analytic Skills:

* Able to quickly review a situation and assemble the full story pulling together facts , information and opinions from a variety of sources.

* Utilizes critical thinking and analytical skills regularly to identify issues and trends, develop solutions and/or recommendations to address root cause and mitigate further risk to the firm

* Uses insight gained to develop & recommend potential actions and coach employees.

Education:

Undergraduate degree in Business, Human Resource Management or equivalent Human Resource or Management experience

JPMorgan Chase is an equal opportunity and affirmative action employer M/F/Disability/Veteran",b08536b1341f538975aafe011f1f75be
6469,Devon Energy Corp,"Environmental Professional

Jackfish District

Devon Canada has an opportunity for an Environmental Professional to join our team.  This is a field-based position on a 7 day on / 7 day off rotation at Devon’s Jackfish location. The successful candidate will have the opportunity to make an impact on how Devon will sustain its operations and manage its environmental performance as we continue to enahnce and evolve our business.

The ENVIRONMENTAL PROFESSIONAL is part of the corporate Environment, Health and Safety (EHS) team and works directly with a team of EHS PROFESSIONALS within the Jackfish District including an on-site Field EHS Supervisor. As an onsite partner, the successful candidate will help the local operations management advance Devon’s environmental and regulatory objectives. The leadership of the EHS team expects you are competent in environmental concepts, practices, standards, management systems and regulations and passionate about effective environmental management. Well-developed professional judgment is required in planning and performing assignments as well as ability to interact with and positively influence operations.

Our Jackfish Project is located approximately 15km (10 miles) southeast of Conklin, Alberta.  We have selected Steam Assisted Gravity Drainage (SAGD) as the technology to extract bitumen over the life of the project.  Total recoverable resources are estimated at over 300 million barrels. Devon currently has three Jackfish SAGD facilities operating. This role is based at our Jackfish camp facilities with a 7 days on 7 days off fly in fly out schedule with flights included from Calgary, Edmonton, Kelowna and Vancouver. These are Devon’s current transportation hubs, which are subject to change at any time in Devon’s sole discretion.

Why Consider this Role?

* Tangible Results – You have influence on shaping new policies and procedures to help create an industry leading, world class operation. Your efforts are realized in very real results

* Corporate Integrity – Shape the way Devon operates and be an integral part of promoting Devon’s culture of always doing the right thing

* Challenge and Opportunity – Be part of a team of environmental professionals working collaboratively to advance the business’ EHS performance and management

Performance Objectives:

* Coordinate compliance including monitoring, reporting and auditing under environmental regulations and approvals (AER Directives, AER Approval, EPEA Approval, etc.)

* Actively review and monitor daily/weekly/monthly environmental key performance indicators. Identify opportunities, and help prioritize focus areas for operations to act on improvement initiatives

* Provide advice and support within the operating district on environmental matters while working with field operations/production staff and corporate EHS staff

* Coordinate field operations - environmental management related activities for the Jackfish district as part of an environmental professional team

* Influence and support Devon’s Environment, Health & Safety Management System

* Partner with the business ensure all EHS programs and initiatives succeed

This position is an excellent opportunity to bolster your career by expanding or obtaining SAGD field experience. Previous experience working as a field/operations environment professional either in SAGD or conventional oil and gas operations is critical to the success of this role. A grounding in, and passion for, the environment in particular and EHS in general is a key asset for this position. Project coordination and consultant management experience will be required as well as demonstrated experience in one or more technical areas of environmental management (soils, air, water, reclamation, etc.). Being that this is a cross shift, team-oriented position, the candidate must be a self-starter, possess strong analytical skills and have the ability to apply sound judgment as required. Strong interpersonal and communication skills, and an ability to work both independently and as a member of a team are also necessary.

 Qualifications:

* 5+ years of environmental operational experience

* 3+ years of O&G upstream/SAGD operations experience is an asset

* University Degree, College Diploma or relevant experience with an Environmental concentration is required

* Experience working with AER and ESRD rules, regulations and directives

* Excellent planning, organizational, interpersonal and communication skills

* Demonstrated computer competency with Microsoft Office software

* Previous experience working and living in a remote camp environment is an asset

The Devon Advantage:

Every day, Devon employees bring their talent, skill and innovative spirit to work. That's what's made us a leading independent oil and natural gas exploration and production company, and has helped us rank on FORTUNE Magazine's 100 BEST Companies to Work For and on the Best Workplaces in Canada list. Plus, Devon offers a flexible employee package that can be adjusted to suit the changing needs of your life, including:

* An industry-leading compensation and benefits package

* Bonuses and long-term incentive programs

* Focused emplolyee development

* A great place to do great work

* An environment that values employees and is driven by performance

* 62,000-square foot Jackfish Lodge, voted best employee facility in the oil sands industry, where employees enjoy their own room with personal en suite bathroom",b087bd4f95e1c9151cdafc86c47a37f6
19995,Government of Florida,"REGULATORY CONSULTANT FLORIDA DEPARTMENT OF AGRICULTURE AND CONSUMER SERVICES DIVISION OF CONSUMER SERVICESBUREAU OF COMPLIANCE ***INTERNAL AGENCY OPPORTUNITY--ONLY CURRENT EMPLOYEES OF THE FLORIDA DEPARTMENT OF AGRICULTURE AND CONSUMER SERVICES WILL BE CONSIDERED.*** CONTACT: Sophie Thomas-Campfield (850) 410-3713 Minimum requirements: A bachelor's degree from an accredited college or university and two (2) years of professional or nonprofessional experience in consumer complaint program work, business administration, customer or public relations, investigations, utilities engineering, utilities rate analysis or involving all lines of insurance; or administrative work and/or professional regulation or a field related to the area of responsibility. Professional or nonprofessional experience in the fields describe above may be substituted on a year-for-year basis for the required college education ***Information contained in responses to Qualifying Questions concerning education and knowledge, skills and/or abilities must also be disclosed on the State of Florida Employment Application.*** NOTES: Successful applicants must pass a background screening, including fingerprinting, as a condition of employment. JOB DUTIES: Analyzes incoming documents in the DOCS database within the time frames prescribed by law. Verifies scanned documents. Accurately inputs registration information into DOCS database according to established procedures. Reviews documents to determine appropriate action, including: Analysis of registration or filing documents received to determine compliance with state laws and rules; Reviewing contracts, estimates and invoices, financial documents and any other documents pertinent to the licensure of the applicant to ensure adherence to state laws; Communicating any deficiencies in applications to businesses via email or mail; Issuing license/registration when all requirements are met; Sending appropriate documentation to business to verify a license/registration has been issued or has been denied if deficiencies were never addressed within the time frames prescribed by law; Referring to other personnel, sections or agencies when necessary. Documents all contacts and communications with the businesses by entering clear notes into DOCS and uploads all emails and faxes that are received. Handles telephone inquiries and requests from businesses, other government agencies and consumers and documents details of the issues in notes in DOCS. Reviews and processes documents received from businesses as a result of a deficiency letter in a timely fashion, and always within the timeframe prescribed by law. Conducts call to businesses 5 days prior to issuing a denial letter to alert the organization that the requirements have not been met and a denial is forthcoming if the necessary information/documents are not submitted right away. This activity should be well documented in notes in DOCS. Prepares cases for Administrative Hearing Officer (AHO) when an applicant has been denied a license and requests a hearing. This involves gathering all necessary documents for AHO and attending the hearings in person to provide information to hearing officer when requested. Contacts businesses whose licenses have been denied 30 days after denial was issued to determine if business is still open and operating. If so, a case is created and sent to Mediation and Enforcement. Logs onto the Automated Call Distribution (ACD) line daily and spends at least 60% of the time in available mode assisting consumers and businesses. Also, retrieves and returns messages from the ACD voicemail on a daily basis and when assigned, retrieves and distributes faxes sent to the Consumer Services fax server. Assists legal staff with research and information gathering when requested and makes court appearances to provide testimony when necessary. Assists management in conducting necessary research and/or providing statistics as requested. Assists management in researching, monitoring and reviewing internal processes to detect inefficiencies and other areas that may need improvement to improve the work flow and assist the division in meeting the department's mission. This position is required to assist co-workers and other sections within the division and perform related work and other tasks as requested by division management. SPECIAL NOTES: The State of Florida is an Equal Opportunity Employer/Affirmative Action Employer and does not tolerate discrimination or violence in the workplace. Applicants requiring a reasonable accommodation, as defined by the Americans with Disabilities Act, must notify the agency hiring authority and/or the People First Service Center (1-877-562-7287). Notification to the hiring authority must be made in advance to allow sufficient time to provide the accommodation. The State of Florida supports a Drug-Free workplace. All employees are subject to reasonable suspicion drug testing in accordance with Section 112.0455, F.S., Drug-Free Workplace Act. VETERANS' PREFERENCE DOCUMENTATION REQUIREMENTS HAVE RECENTLY CHANGED. To obtain revised and updated information on Veterans' Preference documentation requirements, click here. Pursuant to Chapter 295, Florida Statutes, applicants eligible for Veterans' Preference will receive preference in employment for Career Service vacancies and are encouraged to apply. However, applicants claiming Veterans' Preference must attach supporting documentation with each application submission that includes character of service (for example, DD Form 214 Member Copy #4) along with any other documentation as required by Rule 55A-7, Florida Administrative Code. All documentation is due by the close of the vacancy announcement. Applicants may also fax their supporting documentation to People First at 1-888-403-2110. We hire only U. S. citizens and lawfully authorized alien workers. Our agency participates in the E-Verify System which is a federal government electronic database available for employers to use to verify the identity and employment eligibility of all persons hired to work in the United States.",b0dfdea5152ba55090e36903273337f0
370,Microsoft Corp,"Position is in Bentonville, AR &nbsp

Microsoft envisions a world where passionate innovators come to collaborate, envisioning what can be and taking their careers places they simply couldn't take them anywhere else. &nbsp This is a world of more possibility, more innovation, more openness, and sky's the limit thinking - a cloud-enabled world. Our mission is to empower every person and every organization on the planet to achieve more. This mission is ambitious and at the core of what our customers and employees care deeply about. We have unique capability to harmonize the needs of both individuals and organizations. &nbsp We care deeply about taking our ideals and vision global and making a difference in lives and organizations in all corners of the planet. &nbsp We are insatiably curious and always learning. We lean into uncertainty, take risks, and learn quickly from our mistakes. We build on each other's ideas, because we are better together. &nbsp We stand in awe of what humans dare to achieve and are motivated every day to empower others to do more and achieve more through our technology and innovation. Together we make a difference. To learn more about Microsoft's mission, please visit: https://careers.microsoft.com/mission-culture; Check out all our products at: http://www.microsoft.com/en-us; &nbsp

The Impact You'll Be Making? &nbsp Take the opportunity to help reinvent productivity as an EPG Account Technology Strategist. The Account Technology Strategist is a virtual Chief Technology Officer for our customers and engages with customer business and IT decision makers to articulate how Microsoft can enable them to achieve their IT and business goals. &nbsp As an Account Technology Strategist, you will add value by: &nbsp &nbsp

* &nbsp&nbsp&nbsp&nbsp Building Trusted Relationships with customer Decision Makers, including their Chief Technology and Information Officers, and decision makers within the customer's business units. &nbsp

* &nbsp&nbsp&nbsp&nbsp Sharing your broad knowledge of the Microsoft Platform, our competition, and the industry to create a vision of how Microsoft can be the customer's best partner to take their business to new heights. &nbsp

* &nbsp&nbsp&nbsp&nbsp Gathering and sharing broad insights about customers and the IT Technology landscape with your Microsoft colleagues. &nbsp

* &nbsp&nbsp&nbsp&nbsp Demonstrating technical leadership by working with your team and Microsoft resources to leverage Microsoft Cloud Technologies to drive Customer Success. &nbsp

* &nbsp&nbsp&nbsp&nbsp Promote the long-term growth of Microsoft through the adoption and sustained usage of our cloud solutions by customers.

Microsoft Account Technology Specialists are unique in their: &nbsp

* &nbsp&nbsp&nbsp&nbsp Broad knowledge of the Microsoft Enterprise Platform and ability to map relevant Microsoft Technologies to the customers IT and Business needs and priorities. &nbsp

* &nbsp&nbsp&nbsp&nbsp Ability to build long-term Trusted Technology Relationships that result in solid and meaningful Strategic Technology conversations. &nbsp

* &nbsp&nbsp&nbsp&nbsp In-depth knowledge of customers Technology environments. &nbsp

* &nbsp&nbsp&nbsp&nbsp Ability to ensure that customers benefit from the latest Microsoft Innovations and Solutions. &nbsp

* &nbsp&nbsp&nbsp&nbsp Focus on long-term, sustainable Growth. &nbsp

Who we're looking for? &nbsp

* &nbsp&nbsp&nbsp&nbsp Ten-plus years of technology sales experience required. &nbsp

* &nbsp&nbsp&nbsp&nbsp Sales Experience is required. &nbsp &nbsp

* &nbsp&nbsp&nbsp&nbsp Experience in Consultative Selling is highly desired. &nbsp &nbsp

* &nbsp&nbsp&nbsp&nbsp Extensive experience in working within teams is required. &nbsp

* &nbsp&nbsp&nbsp&nbsp Experience in Project Management is recommended. Supervisory experience is preferable &nbsp &nbsp &nbsp &nbsp

* &nbsp&nbsp&nbsp&nbsp Education &nbsp Bachelor's degree in Computer Science or a similar information technology-related discipline required. Master's degree preferred. &nbsp

* &nbsp&nbsp&nbsp&nbsp Certification in sales, sales management, complex sales training, sales methodologies, presentation skills, and consultative selling preferred. &nbsp

* &nbsp&nbsp&nbsp&nbsp Additional training or education in Business, Sales or Marketing preferred. &nbsp &nbsp

* &nbsp&nbsp&nbsp&nbsp Certification in Microsoft or relevant cloud, data center, or mobility technologies recommended.

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity or expression, religion, national origin or ancestry, age, disability, marital status, pregnancy, protected veteran status, protected genetic information, political affiliation, or any other characteristics protected by local laws, regulations, or ordinances.",b09bea8c866c9e24c0bfa17dee4d4776
40461,Sun Country Health Region,"Cleans and sterilizes surgical instruments/equipment/linens and maintains/distributes sterile supplies for department(s)/facility(s)/region.

Job Qualifications

Required Qualifications

* Sterile Processing Technician certificate

* Grade 12

Experience

Previous: No previous experience.

Knowledge, Skills and Abilities

* Organizational skills

* Basic computer skills

* Communication skills

* Ability to work independently

Other Information

* The official job descriptions are found on the Provider Group website, http://www.working-for-health.ca/supportjobevaluation/

Additional Information

No guaranteed hours. Must be available a minimun of two (2) days per week. Must be available all shifts, short shifts and short notice calls.

Expected Start Date: October 31, 2016

FTE®: 0.00

Working in Canada

Candidates are required to be legally entitled to work in Canada to apply on this position.

Direct Inquiries To

Please submit an application by clicking Apply.

Legal Stuff

© 2016 Physician Recruitment Agency of Saskatchewan & HealthCareersInSaskatchewan. All rights reserved.

*",b01067756ca2a3c90cebd25e3dc51cc7
1946,Providence Health & Services,"Providence is calling a Clinical Chaplain (0.8 FTE, Days) to Providence St. Vincent Medical Center in Portland, OR.

In this position you will:

* Provide spiritual and emotional support and guidance to patients, their families, guests, volunteers, caregivers and physicians.

* Support the decision makers with skills in theology, ethics, and ecumenical approaches to faith communities as applied to healthcare.

Required Qualifications for this position include:

* Master's degree in theology, divinity or a related field

* Certification by National Association of Catholic Chaplains (N.A.C.C.), Association of Professional Chaplains (A.P.C), National Association of Jewish Chaplains (N.A.J.C.), or Canadian Association of Spiritual Care (C.A.S.C.); certification eligible clinical chaplain candidates will be expected to complete their board certification within 2 years of hire date

* Documentation of current ecclesial endorsement or support of sponsoring religious group

* As applicable due to a Ministry''s business needs (i.e. Elder at Home), a valid driver's license and reliable transportation driving record consistent with GOP Safe Driving Policy 330 Incident Point Matrix will be required at time of hire.

About Providence in Oregon

As the largest healthcare system and largest private employer in Oregon, Providence offers exceptional work environments and unparalleled career opportunities.

The Providence Experience begins each time our patients or their families have an encounter with a Providence team member and continues throughout their visit or stay. Whether you provide direct or indirect patient care, we want our patients to feel that they are in a welcoming place where they can be comfortable and free from anxiety. Our employees create the Providence Experience through simple, caring behaviors such as acknowledging and welcoming each visitor, introducing ourselves and Providence, addressing people by name, providing the duration of estimated wait times and updating frequently if timelines change,explaining situations in a way that puts patients at ease, carefully listening to their concerns, and always thanking people for trusting Providence for their healthcare needs. At Providence, our quality vision is simple,

""Providence will provide the best care and service to every person, every time.""

Providence is consistently ranked among the top 100 companies to work for in Oregon. It is also home to two of our award-winning Magnet medical centers. Providence hospitals and clinics are located in numerous areas, ranging from the Columbia Gorge to the wine country to sunny southern Oregon to charming coastal communities to the urban setting of Portland. If you want a vibrant lifestyle while working with a team highly committed to the art of healing, choose from our many options in Oregon.",b010d08aac3a52fa76d1de91adbc6139
2839,Lowe's Companies Inc,"Position Description

Responsible for overseeing the daily activities of hourly associates on the Sales Floor, Front End, Freight, Delivery or Stocking departments. Responsible for training, mentoring, and coaching employees. Also manages associate performance and ensures adequate department coverage through influencing scheduling. Conducts activities appropriate for specific department including, but not limited to, ensuring merchandise is stocked, tracking and reporting relevant metrics, and monitoring project activity. Maintains a safe and secure work environment by conducting daily safety reviews, noting hazards, keeping store areas clean and organized, securing doors and gates, and monitoring for potential theft or security risks. Also responsible for providing superior customer service by assisting customers in locating, selecting, demonstrating, and loading merchandise.

Job Requirements

Requires morning, afternoon, and evening availability any day of the week. Physical ability to move large, bulky and/or heavy merchandise. Physical ability to perform tasks that may require prolonged standing, sitting, and other activities necessary to perform job duties.

Minimum Qualifications

High school diploma or equivalent.

Experience with computer and web-based systems (e.g., email, web based applications, delivery/scheduling systems, online ordering systems, training).

PSA: Ability to travel between stores within market and work overnight and weekends as required AND Licensed driver with reliable transportation AND 2 years customer service or retail experience in a fast-paced retail environment OR 1 year Lowe's store experience.

Front End: 2 years administrative and customer service experience in a fast-paced retail environment, including at least 1 year supervisory experience OR 1 year Lowe's store experience.

Sales Floor: 2 years experience in a fast-paced retail environment (e.g., big-box stores, food service, customer service experience), including at least 1 year supervisory experience OR 6 months Lowe's store sales floor experience.

Internet Fulfilment: 2 years relevant experience in a shipping /receiving environment (e.g., warehouse, distribution), including at least 1 year supervisory experience.

Installed Sales: 3 years relevant experience in a retail environment, including at least 1 year supervisory experience OR 1 year Lowe's store sales floor experience.

AND Reliable transportation to conduct job site visits.

FF/Delivery & Delivery: Require valid state-issued driver s license and 21 years of age AND 6 months experience with in-home delivery OR retail customer service experience.

Freight Flow, FF/Delivery, & Night Stocking: 6 months of stocking/receiving/inventory experience.

Preferred Qualifications

1 year experience working in a retail store OR customer service position.

1 year supervisory experience including coaching/training and evaluating the performance of direct reports.

Various department-specific experience

Lowe's is an equal opportunity affirmative action employer and administers all personnel practices without regard to race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity or expression, marital status, veteran status, genetics or any other category protected under applicable law.",b0166c1ab33606aacd1224362582f137
17467,Kaman Corp,"Description:

Inside Industrial Sales Professionals

KAMAN Industrial Technologies, the largest subsidiary of Kaman Corporation, is a leading distributor of industrial products with over 200 sales and distribution locations throughout North America. Kaman Industrial Technologies' objective is to deliver the greatest total value to make our customers more productive, more competitive, and more profitable.

Due to our continuing growth, we are currently seeking experienced Inside Industrial Sales Professionals in our local branch location!

This key position is responsible for:

* Providing sales and service to external customers.

* Identifying customer needs, providing solutions and recommending new and better products.

* Analyzing price and delivery dates, locating products, creating purchase orders, and providing a high level of service to all customers.

* Growing profitable market share by presenting value-added services & add-ons.

* Processing & expediting orders, in an accurate and timely manner.

* Resolving customer problems, investigating issues, and utilizing supervisors for resolution when necessary.

Minimum Qualifications:

* Self motivated with ability to seek out areas of improvement and offer solutions.

* High school diploma required (Associates degree is preferred).

* 1-2 years in customer service or inside sales.

Preference will be given to those candidates who possess:

* Industrial Distribution or allied industry experience. (Hydraulic, Pneumatic, Fluid Power, Electrical, Power Transmission, Motors, Motion Control, Material Handling, Bearings).

* Office experience & etiquette.

As a growing company and an industry leader we offer a very comprehensive compensation package and benefit program to include:

Ø Your choice of medical insurance providers and plans, Dental & Vision insurance, & Flexible spending accounts,

Ø Company matching 401(k) with a great vesting schedule,

Ø Company paid Life (family) & STD insurances,

Ø Paid Vacation, Sick time,& Company Holidays,

Ø Employee discounted Stock Purchase Plan,

Ø 100% tax free tuition reimbursement,

Ø …and MORE !

For fastest consideration send your resume today!

KAMAN Hires Great People!

We are committed to a safe and drug free environment for our employees! Candidates must successfully pass a post offer, pre-employment drug screen test.

EEO. M/F/D/V Kaman Industrial Technologies recruits, hires and promotes individuals without regard to race, creed, color, religion, age, gender, national origin or ancestry, marital status, sexual orientation, veteran status, or physical or mental disability unrelated to an individual's ability to perform the job, or any other status protected by law, all in accordance with applicable Federal, state or local law.

Requirements:

Education – A minimum of High School Diploma, GED. Associates Degree in Technical discipline preferred.

Experience – Mechanical and mathematical aptitude required. Knowledge of the distribution industry and KIT products preferred.

A valid driver's license may be required.

We are committed to a safe and drug free environment for our employees! Candidates must successfully pass a post offer, pre-employment drug screen test.

Kaman is an EO Employer-M/F/Veteran/ Disability; All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other protected class.",b017d19e6fc43357b4edc93326b12cca
35121,British Heart Foundation,"Vacancy details

Position:

Store Manager - Furniture & Electrical

Reference:

8992

Location:

Grantham

Salary:

£21,757 + benefits

Number of Hours:

35 incl weekends

At the British Heart Foundation (BHF), we fight for every heartbeat, everyday. In the last year alone, we`ve invested more than £120m in hundreds of life saving research projects across the UK, and helped countless communities beat heart disease with our prevention, survival and support programmes.

We`re looking for someone to join our award-winning retail division, we`re the largest and most successful charity retailer in the country, with over 560 fashion stores, 175 furniture and electrical stores delivering a vital profit of over £29m a year. We have 3,300 staff and over 25,000 volunteers across the BHF serving 17 million customers a year. Our furniture & electrical stores have had 5.5 million visits in the last year alone.

Reporting to the Area Manager, you`ll be an experienced retailer who wants to use all your retail skills in a very fast moving environment and to know that your contribution will make a lifesaving difference. You`ll be responsible for the achievement of required sales and profit targets for the store, this will be achieved through leading the store team, setting clear objectives and providing guidance.

You will be a proactive, driven, commercially aware and hands on individual. You`ll also have the passion and leadership skills to motivate a team of staff and volunteers through great customer service to maximise income.

In return we`ll provide you with the opportunity to work for an exciting and growing organisation that offers a welcoming and supportive working environment and the opportunity to progress within the business.

35 hours including weekends

Job description attachment:",b01888f1df4e926fd7b449deb3bd5df0
